replicate_id,attempt_id,n_rows,n_unique_groups,baseline_seed_42_map,baseline_seed_43_map,baseline_seed_44_map,baseline_mean_map,final_seed_42_map,final_seed_43_map,final_seed_44_map,final_mean_map,delta_map
52,52,1195,433,0.30088831699077095,0.29165882137547483,0.29110890667945527,0.29455201501523365,0.43881895883845795,0.44501243515310157,0.4444198154782831,0.44275040315661424,0.1481983881413806
53,53,1069,424,0.3103377721320576,0.2873051762885428,0.29441159218173313,0.29735151353411116,0.44867765111063,0.45539819525394154,0.4620161283941435,0.45536399158623836,0.1580124780521272
54,54,1222,437,0.3065654259155859,0.297677135902596,0.299015440995885,0.3010860009380223,0.4477082963631966,0.463710851415883,0.4424020720842951,0.45127373995445824,0.15018773901643595
55,55,1103,428,0.306594356060857,0.298315682283987,0.29882055152036513,0.3012435299550697,0.4500634471098726,0.4598001935309279,0.4600582163659271,0.4566406190022425,0.1553970890471728
56,56,1169,439,0.3055570192123159,0.28746936840588533,0.28802331203766296,0.2936832332186214,0.4268078460243938,0.4312034609587126,0.4359968193775713,0.4313360421202259,0.13765280890160453
57,57,1193,423,0.3159523160849932,0.29579901578451173,0.30575347428374533,0.30583493538441675,0.463314659830424,0.47199677440156956,0.45901892681177175,0.46477678701458847,0.15894185163017172
58,58,1189,427,0.3161239991972119,0.2975975512374615,0.30171748352970224,0.3051463446547919,0.4532326200761457,0.4564144851167535,0.4553041354678995,0.4549837468869329,0.14983740223214098
59,59,1112,415,0.3034249352775767,0.29739767807587947,0.29719429519057344,0.2993389695146766,0.4378236125145485,0.43426915303832503,0.43150209126523886,0.4345316189393708,0.13519264942469422
60,60,1198,408,0.30693118386628493,0.2996342131373709,0.3060694851133612,0.304211627372339,0.4394422850356426,0.44980896912328044,0.44623285147445513,0.44516136854445937,0.1409497411721204
61,61,1186,425,0.2964916920623561,0.2818707714544602,0.28566159204776936,0.2880080185215286,0.43440021551088337,0.44100429519745366,0.4373775796663023,0.43759403012487974,0.14958601160335117
62,62,1155,422,0.3062874505008377,0.3003793792202809,0.3033518078311244,0.3033395458507477,0.43971526742677913,0.44061383107482155,0.43438224453164753,0.4382371143444161,0.1348975684936684
63,63,1139,425,0.28014714619842607,0.284921705442531,0.2963800111363975,0.28714962092578483,0.4073389144281365,0.4124543848659459,0.41697586290610505,0.4122563874000625,0.12510676647427765
64,64,1025,427,0.3168060861245767,0.3062810369520377,0.3228666888595503,0.3153179373120549,0.46365973736932004,0.46724963250569473,0.46559005690277344,0.4654998089259294,0.15018187161387453
65,65,1128,437,0.2999463738722966,0.28744737157200184,0.3036306925229896,0.29700814598909603,0.42551017171736877,0.44319340933389045,0.436917676314313,0.43520708578852413,0.1381989397994281
66,66,1111,426,0.30170892520194836,0.30339197744736984,0.2977129103947348,0.30093793768135096,0.43955714411147184,0.4431527868806756,0.4520930379854211,0.4449343229925229,0.14399638531117193
67,67,1149,423,0.30449236062761564,0.3016852534587948,0.30451627160353567,0.3035646285633154,0.45170436953494253,0.46447637876070536,0.45194258470606424,0.4560411110005707,0.1524764824372553
68,68,1157,417,0.29630824411980994,0.2809974693151255,0.29058550945637146,0.28929707429710233,0.42967651313026733,0.4333120211954892,0.42698779468594433,0.429992109670567,0.14069503537346467
69,69,1015,421,0.31502218550623673,0.3018809440827965,0.30246422865092715,0.3064557860799868,0.4483386784955985,0.4488506262667471,0.45203787606905105,0.4497423936104656,0.14328660753047878
70,70,1105,415,0.297347152827469,0.28498953448896686,0.29014213385686244,0.29082627372443276,0.43996977006967714,0.4295834515066023,0.4375762840147561,0.43570983519701184,0.14488356147257908
71,71,1191,422,0.32509780429563756,0.31354324785230847,0.3190417858974703,0.31922761268180544,0.4752315889095543,0.4717331800198442,0.47031024080773326,0.47242500324571063,0.1531973905639052
72,72,1092,426,0.3118750270797034,0.30947629574215735,0.31575203118158823,0.31236778466781634,0.45157689267295736,0.44986127893801664,0.45778810662994135,0.45307542608030515,0.14070764141248882
73,73,1046,443,0.3086078918774296,0.291392370402633,0.3000401554420543,0.300013472574039,0.4239486683621278,0.4296388818279706,0.43586362668865225,0.42981705895958355,0.12980358638554457
74,74,1163,434,0.3042498232051536,0.29950495241739133,0.30521236879292946,0.3029890481384915,0.44910842655708877,0.46985888945281734,0.461070757156693,0.46001269105553305,0.15702364291704157
75,75,1163,433,0.2944076264944908,0.29050826655591916,0.2848172592888191,0.28991105077974305,0.4519196911971242,0.462791872292454,0.45507341159090064,0.4565949916934929,0.16668394091374983
76,76,1107,433,0.3200234217480879,0.3102468573119285,0.3150567115058033,0.3151089968552732,0.46237616805739945,0.45910351566637897,0.46319614860622843,0.46155861077666893,0.14644961392139572
77,77,1144,433,0.3102323615977247,0.3051566425457725,0.30926450837484165,0.308217837506113,0.4736640363044607,0.48341808831811994,0.4749057864937072,0.4773293037054293,0.16911146619931633
78,78,1246,428,0.30550614704870704,0.2920844612571772,0.29666236597345114,0.2980843247597784,0.4095490532130882,0.4208470563578865,0.4228779966341715,0.4177580354017154,0.11967371064193699
79,79,1209,430,0.3111243351520798,0.30158132325650977,0.31740747824391297,0.31003771221750087,0.44414198459695736,0.44100083281908214,0.4449501551709053,0.44336432419564825,0.13332661197814738
80,80,1039,428,0.30544655777237767,0.30243005148239543,0.3095960434323152,0.30582421756236283,0.42257116810812173,0.4307632222270551,0.4239431219730895,0.4257591707694221,0.11993495320705927
81,81,1059,416,0.31657512275951627,0.3099675920932656,0.30663586614911276,0.3110595270006315,0.44729098001544954,0.46844190352078713,0.46055786415994504,0.4587635825653939,0.1477040555647624
